delay_category,1.0,2.0,3.0,4.0,5.0
Antecipado,6.5,2.6,7.8,20.200000000000003,62.9
Atrasado,41.4,8.0,12.3,14.399999999999999,23.9
Muito Atrasado,69.69999999999999,9.5,9.0,4.8,7.000000000000001
No Prazo,8.1,3.4000000000000004,11.799999999999999,22.6,54.0
